6;10;10;182
6;10;10;312
6;10;10;262
6;10;10;258
6;10;10;169
6;10;10;206
6;10;10;273
6;10;10;196
6;10;10;247
6;10;10;196
6;10;10;285
6;10;10;260
3;10;10;313
3;10;10;216
3;10;10;97
3;10;10;245
3;10;10;371
3;10;10;228
3;10;10;267
3;10;10;271
3;10;10;222
3;10;10;162
2;10;10;108
2;10;10;134
2;10;10;107
2;10;10;196
2;10;10;154
2;10;10;165
2;10;10;179
2;10;10;215
2;10;10;115
2;10;10;182
2;50;25;327
2;50;25;185
2;50;25;184
2;50;25;155
2;50;25;292
2;50;25;164
2;50;25;175
2;50;25;150
2;50;25;425
2;50;25;198
2;50;25;188
2;50;25;223
3;50;25;222
3;50;25;248
3;50;25;271
3;50;25;184
3;50;25;158
3;50;25;153
3;50;25;121
3;50;25;123
3;50;25;212
3;50;25;232
3;50;25;278
3;50;25;170
6;50;25;275
6;50;25;176
6;50;25;200
6;50;25;296
6;50;25;180
6;50;25;351
6;50;25;304
6;50;25;207
6;50;25;249
6;50;25;229
6;50;25;323
6;50;25;324
6;50;25;222
6;50;25;251
6;50;25;246
6;50;25;247
6;50;25;238
12;50;25;306
12;50;25;182
12;50;25;246
12;50;25;184
12;50;25;237
12;50;25;289
12;50;25;217
12;50;25;234
12;50;25;331
12;50;25;339
12;50;25;174
12;50;25;211
12;50;25;207
12;25;50;177
12;25;50;247
12;25;50;181
12;25;50;297
12;25;50;314
12;25;50;196
12;25;50;301
12;25;50;204
12;25;50;321
12;25;50;156
12;25;50;285
12;25;50;86
12;25;50;205
12;25;50;222
12;25;50;188
6;25;50;248
6;25;50;98
6;25;50;230
6;25;50;223
6;25;50;132
6;25;50;146
6;25;50;273
6;25;50;130
6;25;50;254
6;25;50;268
6;25;50;256
6;25;50;144
6;25;50;187
6;25;50;138
6;25;50;227
6;25;50;213
6;25;50;108
6;25;50;76
6;25;50;262
6;25;50;151
3;25;50;147
3;25;50;321
3;25;50;135
3;25;50;309
3;25;50;137
3;25;50;241
3;25;50;152
3;25;50;121
3;25;50;233
3;25;50;236
3;25;50;92
3;25;50;187
3;25;50;155
2;25;50;323
2;25;50;234
2;25;50;263
2;25;50;349
2;25;50;325
2;25;50;222
2;25;50;150
2;25;50;205
2;25;50;139
2;25;50;134
2;25;50;381
2;25;50;241
2;25;50;242
2;25;50;174
2;50;50;253
2;50;50;139
2;50;50;299
2;50;50;335
2;50;50;126
2;50;50;270
2;50;50;253
2;50;50;275
2;50;50;214
2;50;50;148
2;50;50;214
2;50;50;331
2;50;50;292
2;50;50;201
2;50;50;312
2;50;50;362
2;50;50;250
2;50;50;177
2;50;50;219
2;50;50;287
3;50;50;122
3;50;50;200
3;50;50;75
3;50;50;246
3;50;50;230
3;50;50;228
3;50;50;210
3;50;50;253
3;50;50;112
3;50;50;165
3;50;50;294
3;50;50;198
3;50;50;215
3;50;50;211
3;50;50;123
3;50;50;210
3;50;50;193
3;50;50;203
6;50;50;269
6;50;50;255
6;50;50;67
6;50;50;326
6;50;50;304
6;50;50;323
6;50;50;273
6;50;50;216
6;50;50;216
6;50;50;289
6;50;50;196
6;50;50;248
12;50;50;279
12;50;50;243
12;50;50;236
12;50;50;154
12;50;50;196
12;50;50;172
12;50;50;167
12;50;50;106
12;50;50;196
12;50;50;180
12;50;50;181
12;50;50;248
12;50;50;122
12;100;100;259
12;100;100;226
12;100;100;182
12;100;100;320
12;100;100;110
12;100;100;170
12;100;100;248
12;100;100;249
12;100;100;186
12;100;100;410
6;100;100;222
6;100;100;199
6;100;100;252
6;100;100;358
6;100;100;298
6;100;100;227
6;100;100;381
6;100;100;208
6;100;100;239
6;100;100;219
6;100;100;211
6;100;100;266
3;100;100;386
3;100;100;160
3;100;100;143
3;100;100;224
3;100;100;203
3;100;100;261
3;100;100;120
3;100;100;232
3;100;100;286
3;100;100;78
3;100;100;197
3;100;100;158
2;100;100;469
2;100;100;195
2;100;100;302
2;100;100;237
2;100;100;194
2;100;100;243
2;100;100;145
2;100;100;161
2;100;100;178
2;100;100;176
2;100;100;211
2;100;100;124
2;100;100;176
2;100;100;198
2;100;100;80
1;100;100;271
1;100;100;197
1;100;100;322
0;0;0;361
0;0;0;374
0;0;0;693
0;0;0;816
0;0;0;602
0;0;0;351
0;0;0;407
0;0;0;623
0;0;0;686
0;0;0;875
0;0;0;611
3;1;10;260
3;1;10;123
3;1;10;230
3;1;10;238
3;1;10;202
3;1;10;128
3;1;10;216
3;1;10;248
3;1;10;131
3;1;10;143
3;1;10;171
3;1;10;177
3;1;10;275
3;1;10;117
3;1;10;148
3;1;10;211
3;1;10;127
3;1;10;76
3;1;10;198
2;10;10;128
2;10;10;150
2;10;10;177
2;10;10;242
2;10;10;210
2;10;10;150
2;10;10;160
2;10;10;139
2;10;10;170
2;10;10;212
2;10;10;197
2;10;10;111
2;10;10;208
2;10;10;127
2;10;10;135
2;10;10;207
2;10;10;316
2;10;10;152
2;10;10;297
2;10;10;101
2;5;5;187
2;5;5;141
2;5;5;127
2;5;5;185
2;5;5;311
2;5;5;69
2;5;5;115
2;5;5;99
2;5;5;155
2;5;5;289
2;5;5;66
2;5;5;153
2;5;5;153
2;5;5;233
2;5;5;291
2;5;5;111
2;5;5;186
2;5;5;248
2;5;5;283
2;5;5;220
3;1;10;148
3;1;10;192
3;1;10;197
3;1;10;178
3;1;10;208
3;1;10;221
3;1;10;155
3;1;10;155
3;1;10;170
3;1;10;189
3;1;10;167
3;1;10;139
3;1;10;198
3;1;10;195
3;1;10;140
3;1;10;308
3;1;10;295
3;1;10;95
3;1;10;321
3;1;10;125
3;1;10;217
2;10;10;303
2;10;10;147
2;10;10;272
2;10;10;191
2;10;10;168
2;10;10;138
2;10;10;130
2;10;10;112
2;10;10;277
2;10;10;181
2;10;10;290
2;10;10;156
2;10;10;318
2;10;10;159
2;10;10;149
2;10;10;219
2;10;10;162
2;10;10;225
2;10;10;226
2;10;10;333
3;1;11;99
3;1;11;246
3;1;1;179
3;1;1;273
3;1;1;233
3;1;1;141
3;1;1;282
3;1;1;268
3;1;1;107
3;1;1;243
3;1;1;127
3;1;1;178
3;1;1;134
3;1;1;278
3;1;1;171
3;1;1;191
3;1;1;144
3;1;1;163
3;1;1;145
3;1;1;219
3;1;1;240
3;1;1;105
3;1;1;102
3;1;1;315
3;1;1;168
3;1;1;158
3;1;1;84
3;1;1;231
3;1;1;151
3;1;1;84
3;1;1;200
3;1;1;314
3;1;1;199
3;1;1;170
3;1;1;146
3;1;1;133
3;1;1;162
3;1;1;216
3;1;1;172
3;1;1;180
3;1;1;101
3;1;1;478
1;1;1;259
1;1;1;294
1;1;1;243
1;1;1;208
1;1;1;247
1;1;1;180
1;1;1;206
1;1;1;212
1;1;1;278
1;1;1;316
1;1;1;317
1;1;1;196
1;1;1;200
1;1;1;225
1;1;1;159
1;1;1;214
1;1;1;238
1;1;1;232
1;1;1;617
1;1;1;227
1;1;1;287
1;1;1;324
1;1;1;280
1;1;1;266
1;1;1;250
1;1;1;260
1;1;1;272
1;1;1;201
1;1;1;191
1;1;1;382
1;1;1;192
1;1;1;198
1;1;1;215
5;1;1;245
5;1;1;126
5;1;1;149
5;1;1;241
5;1;1;253
5;1;1;119
5;1;1;132
5;1;1;297
5;1;1;294
5;1;1;267
5;1;1;265
5;1;1;231
5;1;1;330
5;1;1;178
5;1;1;61
5;1;1;204
5;1;1;297
5;1;1;200
5;1;1;150
5;1;1;123
5;1;1;389
5;1;1;166
5;1;1;207
5;1;1;245
5;1;1;150
5;1;1;220
5;1;1;102
5;1;1;185
5;1;1;216
5;1;1;160
5;1;1;125
5;1;1;181
5;1;1;158
5;1;1;200
5;1;1;149
5;1;1;216
5;1;1;331
5;1;1;210
5;1;1;248
5;1;1;210
2;5;5;170
2;5;5;249
2;5;5;254
2;5;5;270
2;5;5;189
2;5;5;174
2;5;5;154
2;5;5;161
2;5;5;282
2;5;5;371
2;5;5;244
2;5;5;185
2;5;5;143
2;5;5;225
2;5;5;299
2;5;5;250
2;5;5;194
2;5;5;163
2;5;5;238
12;10;10;258
12;10;10;219
12;10;10;203
12;10;10;164
12;10;10;188
12;10;10;186
12;10;10;222
12;10;10;239
12;10;10;262
12;10;10;214
12;10;10;181
12;10;10;139
12;10;10;162
12;10;10;192
12;10;10;391
12;10;10;237
12;10;10;195
12;10;10;152
12;10;10;211
12;10;10;218
12;10;10;183
12;10;10;166
12;10;10;162
12;10;10;177
12;10;10;218
12;10;10;462
12;10;10;196
12;10;10;191
12;10;10;249
12;10;10;88
12;10;10;247
12;10;10;241
12;10;10;111
12;10;10;282
12;10;10;197
12;10;10;180
12;10;10;143
12;10;10;261
12;10;10;214
12;10;10;178
8;1;1;70
8;1;1;152
